logFC AveExpr t P.Value adj.P.Val B GENE
DEGS1 2.0990285 11.46184255 5.047093 0.0023406335 0.040325443 -1.2207155465 8560
DENND2A -2.221488 6.6976274 -6.20743 0.000811101 0.0239817135 -0.083407381 27147
DES -4.264983 13.243237 -6.325691 0.0007294539 0.022850639 0.023507238 1674
DFNA5 -1.639821 6.2323624 -4.877107 0.00277389 0.044153702 -1.4034764 1687
DGKG -2.746158 3.3480627 -6.575924 0.0005930492 0.020708421 0.24220406 1608
DHX38 -1.024808 8.9395387 -5.595527 0.001386294 0.031015907 -0.659679854 9785
DIO3OS -2.6047815 4.4621482 -5.252748 0.0022586835 0.038677177 -1.0288353325 64150
DIP2C -1.386027 8.1432335 -5.127404 0.002162122 0.038811104 -1.135809467 22982
DIRAS3 -3.023326 4.1103557 -9.324571 8.614803e-05 0.009646651 2.22265635 9077
DKFZp547K054 -2.635095 7.4319362 -5.841504 0.001109251 0.027950724 -0.421728717 56974
DKFZp667F0711 -2.385897 2.1889342 -5.263802 0.001894127 0.036351254 -0.993839451 399716
DKK1 -2.626179 4.5461462 -5.002364 0.002446168 0.04128768 -1.26835804 22943
DKK3 -2.10751533333333 9.17625756666667 -7.852372 0.0002473089 0.0138007476666667 1.23514539766667 27122
DLEU2 -1.932889 1.8531955 -9.46539 7.913425e-05 0.009399019 2.306715528 8847
DLK2 -3.389075 5.5341929 -16.18536 3.536076e-06 0.008596569 5.09570961 65989
DMKN -5.787981 8.2056736 -8.412957 0.0001536807 0.011611429 1.641692465 93099
DMPK -1.818435 8.9836204 -5.781909 0.001170064 0.028659909 -0.478630701 1760
DNAH9 2.633144 5.5943435 6.702547 0.0005353253 0.019655519 0.350047219 1770
DNAJB5 -2.818374 10.1588519 -8.442122 0.000150736 0.011509366 1.661323644 25822
DNAJB9 1.471194 11.7304622 4.949353 0.002579193 0.042203695 -1.325255233 4189
DNAJC6 1.293992 1.13595205 5.01645 0.002424906 0.0409993655 -1.2540138865 9829
DNAJC7 1.178404 9.8560946 5.031632 0.002376068 0.040712726 -1.237124959 7266
DNASE2B 3.974944 4.1188649 6.076444 0.000902256 0.025273834 -0.201952237 58511
DOCK1 -1.45575 8.7835596 -6.528388 0.0006165405 0.020985254 0.201233791 1793
DPF3 -1.53968 2.8706842 -4.684069 0.003381088 0.049112508 -1.616368912 8110
DPP4 -2.405945 7.4710544 -5.396045 0.001669805 0.034054688 -0.858761073 1803
DPT -2.7396375 7.0122638 -8.6107335 0.000170192385 0.01192335 1.732047493 1805
DPY19L1 -1.65013 4.5676312 -5.67321775 0.001666086375 0.032605848 -0.62468099725 23333
DPY19L1P1 -1.8926605 5.3052344 -6.9728945 0.000453731 0.018133698 0.5664959605 100129460
DPYS -4.43518 5.49974635 -5.7915775 0.0011599455 0.028622738 -0.4693668735 1807
DPYSL3 -1.927369 9.83444485 -8.792235 0.0002004328 0.0125457735 1.793739265 1809
DRD1 -1.881293 1.6273871 -7.130445 0.0003829503 0.016967035 0.701089044 1812
DSCAML1 -2.178949 2.4559598 -5.75498 0.001198787 0.028994309 -0.504499036 57453
DSE -1.69518 8.0116135 -5.275738 0.00187253 0.036192336 -0.981544472 29940
DUOX1 -3.649286 5.0270066 -7.439674 0.004946991015 0.046972611 0.2238855385 53905
DUOXA1 -3.857255 6.7932784 -7.18029 0.0003686892 0.016663196 0.740682637 90527
DUSP26 -3.681367 7.3656477 -7.05799 0.0004048272 0.017293926 0.643061683 78986
DYNC1I1 -2.0871015 6.238346 -5.0037525 0.0027108305 0.042613251 -1.281045013 1780
DZIP1 -2.366448 6.0705269 -5.811306 0.001139603 0.028359671 -0.450503419 22873
EBF4 -2.154031 11.0004223 -8.130061 0.0001859726 0.012471907 1.447446785 57593
EBP -1.887686 12.0656097 -6.983994 0.0004286659 0.017803685 0.583214749 10682
EDIL3 -2.927544 3.5663325 -6.130529 0.0008610963 0.024720822 -0.152366533 10085
EDN3 -2.778977 4.1230405 -12.22613 1.821787e-05 0.008596569 3.702533809 1908
EFEMP1 -2.159318 11.0515766 -9.517278 7.671813e-05 0.009342536 2.337328046 2202
EFEMP2 -2.639973 8.5273797 -7.157895 0.0003750195 0.016780818 0.722926576 30008
EFHA2 -3.4294705 7.5714295 -5.147922 0.0021210225 0.038509167 -1.1143970995 286097
EFNB1 -1.793041 9.5047722 -4.649429 0.003505265 0.049875378 -1.655176766 1947
EHBP1L1 -1.711112 8.214477 -5.919558 0.001034984 0.026826058 -0.347913661 254102
EHD2 -1.832504 6.7069433 -9.2822915 9.3758595e-05 0.0100230245 2.18684865 30846
EID3 -2.16745 5.7796946 -6.897726 0.0004585215 0.018175649 0.512686337 493861
EIF4A1 1.15175225 12.05524605 4.829552 0.0031620885 0.0465956075 -1.46704880225 1973
ELA2 -1.912808 2.5374849 -7.523226 0.0002855927 0.014966188 1.00608996 1991
ELF1 -1.4452425 7.1683017 -6.708014 0.0005345777 0.019614214 0.35419676 1997
ELOVL7 1.652414 7.8684776 7.658742 0.00037780975 0.016123117 1.040498734 79993
EMILIN1 -2.846451 9.3232428 -6.993818 0.0004254098 0.01774775 0.591194821 11117
EMP3 -1.326992 7.6102026 -5.506181 0.001505882 0.032449626 -0.74815915 2014
ENHO -2.32563 5.8537139 -5.414885 0.001640377 0.033717605 -0.839719996 375704
ENPP3 3.554167 5.5749824 9.784922 6.553307e-05 0.009161401 2.492222084 5169
ENPP6 -3.373259 3.80060825 -8.4715485 0.00015619585 0.011684204 1.6716841905 133121
EPB41L2 -1.505186 6.2134234 -4.698551 0.003330654 0.048772977 -1.600199875 2037
EPHA5 -5.079875 3.2566633 -5.583119 0.001404966 0.0312823625 -0.6721788415 2044
EPHB1 -2.432327 2.2769562 -4.728387 0.003229402 0.048013287 -1.566988697 2047
EPHB6 -2.512042 7.6175546 -7.944323 0.0002114384 0.013026512 1.316030118 2051
ERC2 -1.6861025 5.1315688 -5.3427135 0.0029135057 0.041736307 -0.991547716 26059
ESPNL -2.923306 6.4853842 -10.13708 5.357071e-05 0.008826916 2.688616234 339768
ETNK2 -2.5524745 3.18314475 -6.166439 0.0012269242 0.0274870605 -0.1825974165 55224
ETS2 -1.763834 7.7905511 -5.82645833333333 0.00213464453333333 0.0349448183333333 -0.551153555333333 2114
EVC2 -1.941648 4.5829085 -6.826016 0.0004851671 0.01876388 0.453431107 132884
EYA1 -3.295781 6.768342 -12.34079 1.725786e-05 0.008596569 3.751597086 2138
EYA4 -3.9232605 4.84341185 -6.9288265 0.0013637993 0.0265939265 0.316894021 2070
F10 -2.340904 6.8957301 -8.701234 0.0001272487 0.011022697 1.83259547 2159
FAM107A -3.166745 7.58650013333333 -8.55204266666667 0.00016737879 0.0118683303333333 1.70619084166667 11170
FAM153B -3.436958 6.0556352 -5.30097033333333 0.00209303233333333 0.0372457396666667 -0.97453586 202134
FAM153C -3.460959 5.2864441 -5.097604 0.002226254 0.039253756 -1.167188246 653316
FAM155B 1.531261 8.4167534 6.642232 0.0005619764 0.020121098 0.298909617 27112
FAM168B -1.167873 9.6155438 -6.304955 0.0007422867 0.022962165 0.005044776 130074
FAM169A -1.5149145 6.68449195 -6.364301 0.00070695465 0.022460942 0.0575882305 26049
FAM172A -1.1871185 7.1424831 -5.112304 0.0023867595 0.040373809 -1.16325135 83989
FAM183A -2.657625 7.457763 -5.422164 0.001629165 0.033579142 -0.832376334 440585
FAM183B -2.705747 5.8522035 -5.330338 0.001777243 0.035173869 -0.925563542 340286
FAM19A5 -2.798307 5.6637684 -5.267635 0.001887161 0.036257178 -0.989889303 25817
FAM27E3 -2.415721 7.1477779 -4.725209 0.003240019 0.048103388 -1.570519619 100131997
FAM38B -1.899709 5.4130609 -9.680328 6.966323e-05 0.009260409 2.432284051 63895
FAM44A -1.07086656 6.63614106 -5.1256824 0.003595814 0.0467998566 -1.2315361788 259282
FAM46B -3.932435 5.9894328 -12.8452 1.367503e-05 0.008596569 3.960303615 115572
FAM48A -1.23586 6.70779 -5.431543 0.001614848 0.033434732 -0.822926466 55578
FAM64A 1.7913972 7.05317751 8.1933483 0.000189406909 0.0124996307 1.4797116351 54478
FAM83B -2.760217 2.084833 -6.231891 0.0007896095 0.023747718 -0.060430361 222584
FAM83E -1.771079 4.5466733 -5.353683 0.001738195 0.034775484 -0.901758574 54854
FAM92A1 -2.324935 4.84139055 -7.432855 0.0005148386 0.01812446 0.8423809165 137392
FAT4 -2.487443 4.6574673 -7.502426 0.0002899705 0.015090199 0.990332798 79633
FBLN1 -2.134453 7.97435836666667 -5.03977433333333 0.00319155033333333 0.0444946303333333 -1.26442243866667 2192
FBN1 -1.662964 8.4463602 -6.52703 0.0006172271 0.020985255 0.200059414 2200
FBXL2 -2.98579 4.8339129 -10.40235 4.621572e-05 0.008717987 2.831238563 25827
FBXL22 -2.719449 4.266353 -9.645636 7.109916e-05 0.00931293 2.412236096 283807
FBXO2 -3.399003 8.1041373 -7.147508 0.0003779982 0.016863814 0.714672431 26232
FBXO30 -1.10712 8.504041 -5.486982 0.001533089 0.03272546 -0.767316856 84085
FER1L5 -2.862049 2.1045476 -8.36959 0.0001581829 0.011694785 1.612367933 90342
FERMT2 -1.824772 6.7126764 -8.748905 0.0001234035 0.010894794 1.863502901 10979
FEZ1 -2.1909425 5.827942 -7.6119525 0.0002677647 0.0145146175 1.0728146805 9638
FGF2 -2.8741254 6.75778714 -11.135656 3.2084071e-05 0.0086185628 3.1986578644 2247
FGFBP1 -3.178181 2.5806945 -9.95038 5.956445e-05 0.008995388 2.585520108 9982
FGFR2 -2.98501333333333 5.72533703333333 -5.51857133333333 0.00151590866666667 0.032407786 -0.738378383666667 2263
FHL1 -3.195251 9.126085 -7.503111 0.0002898251 0.015090199 0.990852577 2273
FHL2 -2.436266 11.5330962 -5.830132 0.001120571 0.028117349 -0.432550833 2274
FHOD3 -3.180421 8.9995196 -5.441078 0.001600439 0.033261191 -0.813330633 80206
FIGF -1.894341 4.2612584 -5.407284 0.001652178 0.03382655 -0.847396337 2277
FLJ20021 1.828869 11.7075063 5.305924 0.001819152 0.035591861 -0.950542459 90024
FLJ22536 -3.068322 4.30246245 -7.8836735 0.0004811758 0.0171946135 1.120342691 401237
FLJ31485 -3.422749 4.4927526 -8.579075 0.0001377509 0.011112275 1.752545018 440119
FLJ34515 -3.681763 3.536128 -10.36881 4.707769e-05 0.008717987 2.813453632 400550
FLJ37644 -2.034223 4.170193 -4.721905 0.003251102 0.048155002 -1.574192857 400618
FLJ40113 -1.392567 8.9918344 -7.652298 0.0002600689 0.014346817 1.102909556 374650
FLJ42709 -2.677217 4.43285675 -8.045212 0.00040672809 0.0161087935 1.2472403985 441094
FLJ43276 -1.294414 7.5517531 -5.349852 0.001744536 0.034794092 -0.905659832 388165
FLJ77644 -2.10061 7.1198112 -6.156209 0.0008423079 0.024478045 -0.128952001 728772
FLNA -3.693622 9.7422288 -7.913025 0.0002161149 0.013128763 1.293573353 2316
FLNC -4.215054 7.6508 -7.335099 0.0003281418 0.01579298 0.861989429 2318
FLRT3 -4.075419 8.097272 -6.946358 0.0004414072 0.017965593 0.552546877 23767
FMO5 2.694444 6.41111485 5.113345 0.002604059 0.041326185 -1.174766233 2330
FOLR1 -2.912587 6.4363401 -5.2583 0.001904178 0.036459618 -0.999514346 2348
FOXC1 -3.1128035 9.3879221 -9.2102375 9.4418625e-05 0.0100061985 2.149558287 2296
FOXD2 -2.123703 6.21185055 -6.451722 0.00085169765 0.0233969225 0.092383011 2306
FOXF1 -3.19784 7.4120168 -7.053196 0.0004063246 0.017304355 0.639202341 2294
FOXL1 -1.383046 5.7410838 -5.005568 0.00243838 0.04124518 -1.264932403 2300
FOXO1 -1.656251 8.87347415 -7.880333 0.0003144318 0.014906516 1.207237309 2308
FRMD6 -3.1833085 4.4006027 -12.46109 2.5714508e-05 0.008657278 3.7109375975 122786
FRMPD4 -2.5388815 2.2695905 -8.2649715 0.005413755225 0.0492140175 0.555704509 9758
FST -2.71419 7.4223498 -5.068225 0.002291604 0.039874977 -1.198252947 10468
FXYD1 -2.209155 6.3028577 -6.005913 0.0009593583 0.025839449 -0.267178615 5348
FXYD6 -2.384558 7.9421901 -7.754194 0.0002417656 0.013775167 1.178195969 53826
FZD1 -1.479885 6.9574484 -7.0712905 0.00389106503 0.04191464 0.112350569 8321
FZD10 -3.702367 7.5387121 -9.259783 8.961485e-05 0.009839055 2.183495011 11211
FZD7 -2.321897 8.1919681 -6.887911 0.0004620674 0.018197694 0.504609733 8324
GAB3 -1.337189 3.9225595 -5.333676 0.0017716 0.035116065 -0.922155532 139716
GABRE -4.175658 9.3612855 -6.035759 0.0009347048 0.025515258 -0.239499405 2564
GALNT14 -2.884061 6.6005978 -12.62259 1.513777e-05 0.008596569 3.869600779 79623
GALNT5 -1.454534 2.6151802 -4.7625 0.003117877 0.04697163 -1.529184789 11227
GALR1 -3.835559 2.5562142 -8.112945 0.0001881652 0.012511459 1.435467594 2587
GALR2 -1.258551 1.4352913 -4.816762 0.002949333 0.045560824 -1.46941707 8811
GATA3 -3.424226 5.3345917 -11.26306 2.927369e-05 0.008596569 3.26489062 2625
GATM -2.014543 7.5890893 -6.327508 0.0007283416 0.022831683 0.025122495 2628
GBP3 -2.1429885 8.44347225 -5.5241035 0.0019035215 0.0349211015 -0.7679603475 2635
GDF5 -1.03499 4.1671679 -4.922775 0.002648959 0.04292401 -1.35393971 8200
GEM -2.198312 6.9179909 -5.994486 0.0009689935 0.026010281 -0.277806352 2669
GGCT 2.198026 12.2750855 7.504539 0.0002895221 0.015090199 0.99193594 79017
GGH -1.458215 6.8244606 -5.451051 0.001585525 0.03311944 -0.803308756 8836
GGT1 -2.692922 8.25968955 -6.960982 0.0007917918 0.0210447525 0.491531162 2678
GGT3P -3.012163 7.3524133 -8.044731 0.000197205 0.01280859 1.387462882 2679
GGT8P -2.097154 4.7931944 -5.455556 0.00157884 0.033043107 -0.798786165 645367
GGTLC1 -3.100917 8.3895672 -7.759034 0.0002409338 0.013775167 1.181747134 92086
GGTLC2 -2.7266765 7.50312845 -8.323833 0.00016538325 0.0118613825 1.578917955 91227
GGTLC3 -2.82859 7.4283702 -8.234491 0.0001732161 0.012228886 1.51996986 728226
GJB5 -4.414154 3.2754338 -6.437511 0.0006644838 0.021742443 0.122163651 2709
GLI2 -1.9766465 5.4194458 -6.091287 0.0013518465 0.0286229395 -0.256618579 2736
GLT1D1 -2.194209 2.6434019 -11.36257 2.782628e-05 0.008596569 3.312326479 144423
GLT8D4 -2.123468 5.873421 -5.896086 0.001056703 0.027178763 -0.370026909 727936
GMDS 1.343735 8.2556272 5.339673 0.001761511 0.034993133 -0.916035903 2762
GNRH1 -1.300908 5.7258738 -6.647624 0.0005595328 0.020121098 0.30349841 2796
GOLGA2LY1 -1.707872 6.2941405 -9.429995 8.083292e-05 0.009462373 2.285722726 84559
GOLGA8E -1.469969 5.2880799 -5.0968845 0.002835461 0.042778389 -1.2022523905 390535
GOPC -1.15522795 7.2295365 -5.886681 0.00210108565 0.034274893 -0.494350794 57120
GPER -2.587375 8.7925652 -7.709172 0.0002496634 0.014048246 1.145054698 2852
GPM6A -2.208336 5.2755936 -4.858637 0.002826302 0.044598394 -1.423600699 2823
GPM6B -2.746269 6.319123 -8.594656 0.0001363572 0.011112275 1.762823773 2824
GPR124 -2.780036 8.64419 -7.7959225 0.0002678131 0.0142514745 1.1864187895 25960
GPR161 -2.36493025 6.61084095 -6.47776775 0.001052257125 0.02478201625 0.08050674875 23432
GPR172B -2.584413 4.8280227 -9.496884 7.765743e-05 0.009371982 2.325319192 55065
GPR177 -1.702059 8.1215296 -4.905768 0.002694724 0.043399993 -1.372350469 79971
GPR87 -3.982184 4.8702236 -7.794548 0.0002349306 0.013645679 1.207735781 53836
GPRASP1 -3.235488 8.4194205 -11.18049 3.054129e-05 0.008596569 3.225121566 9737
GPX3 -3.197218 8.1449224 -6.21722 0.0007995233 0.023866407 -0.07365753 2878
GPX7 -2.6844945 5.7063112 -9.749835 7.311414e-05 0.0094675365 2.45637133 2882
GRASP -2.747901 10.0842375 -9.229499 9.12905e-05 0.009904427 2.165083352 160622
GRINL1A -1.795484 3.3847417 -5.114628 0.002189357 0.03895476 -1.149246186 81488
GRK4 1.457095 5.5345399 6.445947 0.0006598576 0.02173415 0.129545351 2868
GRK5 -1.309544 8.060964 -6.177817 0.0008268624 0.024248347 -0.109315548 2869
GRP -4.44772 5.0109661 -5.537442 0.00146275 0.031901973 -0.717074997 2922
GSTM2 -4.009777 5.8148949 -11.20633 3.013789e-05 0.008596569 3.237606763 2946
GSTM5 -2.7805345 5.60846945 -6.0235635 0.0016207376 0.030765382 -0.341027186 2949
GTSF1 1.923124 1.5795905 4.731492 0.003219065 0.047976543 -1.563540036 121355
GYPC -1.706527 7.6377437 -7.243745 0.0003514089 0.016331652 0.790708086 2995
HAAO -1.34323 5.3932623 -6.744375 0.000517694 0.019387682 0.385265638 23498
HAO1 1.825944 3.1924387 5.55385 0.001440677 0.031648607 -0.700815247 54363
HAPLN2 -1.889859 4.3256144 -6.914682 0.0004524693 0.018127531 0.526613977 60484
HCCA2 -1.258608 9.8051812 -5.753892 0.001199964 0.028994309 -0.505546244 81532
hCG_1776007 -5.031277 6.3513082 -9.138694 9.653641e-05 0.010035997 2.109464392 146713
hCG_1776259 -1.756227 7.30232 -6.111299 0.0008754796 0.024924111 -0.169954365 79938
hCG_1783494 -2.19183 6.1444546 -4.734925 0.003207683 0.04790772 -1.559729757 645954
hCG_1818231 -3.503132 4.7720061 -8.406015 0.0001543913 0.011611429 1.637009095 728978
hCG_2039148 -1.245859 4.5433426 -5.922657 0.001032155 0.026794963 -0.344999839 100132356
HEBP2 1.243605 14.1769916 5.35764 0.001731674 0.034775484 -0.897731924 23593
HEPH -2.144398 7.1656556 -6.6344205 0.0006343024 0.0209248675 0.2740212055 9843
HES6 1.695537 6.8019482 6.147843 0.000848377 0.024520742 -0.13657112 55502
HHEX -1.279201 5.3764594 -4.65473 0.003485932 0.049791171 -1.649225847 3087
HHIP -2.8901365 3.06046725 -10.5521585 6.3095125e-05 0.0095069355 2.8337647855 64399
HJURP 3.615154 3.8994698 4.81025 0.002969006 0.045781925 -1.476566297 55355
HLF -3.393318 7.6655157 -7.90409 0.0002174717 0.013175623 1.287146125 3131
HMGB3L1 1.144934 7.7088145 6.128249 0.0008627869 0.024737804 -0.154448746 128872
HMGCLL1 -2.233189 3.8057143 -6.946578 0.0004413317 0.017965593 0.552726111 54511
HOPX -1.6828725 7.9738149 -6.5171725 0.00068234745 0.0216217305 0.1770591965 84525
HOXA13 -2.160378 8.249441 -7.8184605 0.0002312872 0.0135082645 1.224953042 3209
HOXA7 -2.234929 8.3363769 -11.56871 2.508377e-05 0.008596569 3.408920525 3204
HOXB5 -1.455184 4.3766862 -4.827226 0.002918033 0.045357846 -1.457943849 3215
HOXD13 -3.529969 4.213275 -5.679533 0.001283641 0.02997049 -0.577492987 3239
HPN 2.002691 11.4104822 5.1902405 0.002042232 0.03769831 -1.0706434785 3249
HR -2.313515 5.9167301 -5.158193 0.002098054 0.038391827 -1.103525474 55806
HS3ST3A1 -3.967569 2.8399951 -13.9782 8.354067e-06 0.008596569 4.390000852 9955
HSD17B4 2.265095 12.193343 7.805707 0.00023308 0.013608502 1.215877076 3295
HSPA12B -1.087664 6.9091739 -6.152103 0.0008452801 0.024520742 -0.132690025 116835
HSPA4L -2.231052 4.1560681 -5.622059 0.001352893 0.030661049 -0.633617921 22824
HSPB2 -2.384968 8.5549544 -9.182898 9.394034e-05 0.009976932 2.136617207 3316
HSPB6 -1.357352 5.6933375 -5.003291 0.002443911 0.041280547 -1.267366498 126393
HSPB8 -3.953846 8.2558264 -10.34146 4.779474e-05 0.008717987 2.798891872 26353
HTRA1 -1.703492 11.9637952 -8.57159 0.0001384263 0.011112275 1.747599947 5654
HVCN1 -1.644179 4.9879438 -8.649957 0.0001315403 0.011112275 1.79914316 84329
ID2 -1.57353 9.1284965 -5.7168115 0.00127784055 0.029565109 -0.545592561 3398
ID3 -1.269431 8.7222836 -4.980157 0.002500924 0.04155717 -1.292141935 3399
ID4 -3.138987 8.117913 -10.59587 4.158423e-05 0.008695089 2.932529099 3400
IER3 -1.800783 7.9927344 -5.770216 0.001182439 0.028787172 -0.489851388 8870
IFFO1 -1.672676 9.1262568 -5.224565 0.001967142 0.037074009 -1.034402244 25900
IFI27L2 -2.160602 9.215452 -6.763522 0.0005098464 0.019270141 0.401319963 83982
IGFBP4 -1.352575 7.3712379 -4.793108 0.003021505 0.046278676 -1.495415916 3487
IGSF22 -1.749554 4.8396456 -5.570686 0.00141842 0.031453297 -0.684169256 283284
IKIP -1.4521525 5.0233437 -5.110175 0.0029146995 0.043074011 -1.1944526805 121457
IL1RAPL1 4.298962 4.7658737 6.229725 0.0007910638 0.023747718 -0.062380883 11141
IL27RA -1.4881015 6.1967986 -5.058986 0.0026011805 0.0416262005 -1.2242288515 9466
IL33 -1.959095 7.9918327 -8.803923 0.0001191314 0.010894794 1.898946153 90865
ILK -1.380741 10.6116577 -4.9409275 0.002637967 0.042914307 -1.3361967115 3611
INMT -1.932806 3.7071229 -6.429613 0.0006688487 0.021776739 0.115245125 11185
INPP1 -1.801849 6.1703071 -4.960709 0.002550019 0.041970421 -1.313030896 3628
INPP5F -1.457954 6.18962895 -6.1276 0.00086349185 0.024769381 -0.1550804145 22876
INSL5 3.482923 3.8158244 6.503722 0.0006291492 0.021166779 0.17986992 10022
IP6K3 -4.181694 4.0437713 -9.162687 9.511714e-05 0.009983667 2.124220966 117283
IQCA1 -2.8830525 5.57469365 -6.7667065 0.00155074515 0.028405149 0.184600136 79781
IQWD1 1.452536 9.2593425 6.162306 0.0008379168 0.024434405 -0.123405647 55827
IRAK3 -2.0583165 3.8523786 -5.477649 0.0024614769 0.038328022 -0.8493077295 11213
ISL1 -3.647823 5.6693621 -8.62624 0.0001335816 0.011112275 1.783597681 3670
ISYNA1 -1.488817 7.4402836 -5.547002 0.001449842 0.031743505 -0.707596637 51477
ITFG2 -1.09804415 7.22421285 -5.389241 0.0036732432 0.0450690355 -0.9947367995 55846
ITGA5 -1.534494 6.6467798 -7.078331 0.0003985437 0.017137232 0.659409046 3678
ITGA7 -2.540669 11.1527525 -11.45228 2.659212e-05 0.008596569 3.354637858 3679
ITGB1BP2 -2.313004 7.1769372 -5.414293 0.001641292 0.033721018 -0.8403172 26548
ITGB4 -3.283802 7.9723043 -8.389885 0.0001560572 0.011611429 1.626111667 3691
ITPKA -1.546774 5.78087 -5.04617 0.002342095 0.040458961 -1.221657362 3706
ITPR1 -2.742594 9.1887463 -8.65515 0.0001310982 0.011112275 1.802540535 3708
ITPRIP -1.511191 7.9771593 -5.54088 0.001458093 0.031831263 -0.713665191 85450
JAM2 -1.823714 7.57414275 -5.3649015 0.001903949 0.0357744875 -0.9048381335 58494
JAM3 -2.7857815 6.2471111 -8.4186955 0.000171478255 0.011962207 1.6260214225 83700
JAZF1 -2.358511 6.5035567 -7.918706 0.0002152573 0.013126013 1.297656328 221895
JPH2 -2.52783066666667 5.38274276666667 -8.40921066666667 0.00033273079 0.014886983 1.491133555 57158
JUB -2.997812 7.3588689 -6.96249 0.0004358933 0.017894328 0.565711117 84962
KANK1 -1.0598375 10.9332507 -5.2608375 0.0019178745 0.0364513385 -0.998219457 23189
KANK2 -2.03198033333333 8.88014463333333 -7.49296966666667 0.000371457133333333 0.0160358 0.947754918666667 25959
KANK4 -5.140108 5.2555277 -7.253027 0.0003489603 0.016278183 0.797989983 163782
KATNAL1 -1.794464 7.68913985 -5.2743445 0.0021738025 0.038115211 -1.00403878 84056
KBTBD10 -2.250241 5.4926793 -6.730864 0.0005233153 0.019500858 0.373911344 10324
KBTBD6 -1.241465 5.3213914 -6.316129 0.0007353394 0.022939227 0.01500054 89890
KBTBD7 -1.100314 7.8046784 -4.690533 0.00335847 0.048973604 -1.609147621 84078
KCNAB1 -3.28901566666667 5.19217813333333 -7.30735766666667 0.000375746966666667 0.0163968976666667 0.823463066666667 7881
KCNH2 -3.3406695 6.04307965 -6.0431945 0.00100639665 0.0261120995 -0.244774847 3757
KCNIP3 -3.649543 6.9926231 -6.469463 0.0006471555 0.021467726 0.150077072 30818
KCNJ8 -2.978895 7.1919096 -6.340222 0.0007206126 0.022770086 0.036413558 3764
KCNK12 3.076607 4.4322393 5.733882 0.001221853 0.029240678 -0.524833697 56660
KCNMA1 -2.59882648 5.94290434 -5.0071328 0.003370824 0.045309026 -1.2978387512 3778
KCNMB1 -2.753647 8.98237365 -6.8435165 0.0010639596 0.0243485815 0.319063561 3779
KCNMB2 6.6935735 5.21869375 6.1101755 0.000906258 0.025198137 -0.176032591 10242
KCNMB4 -1.528133 8.2959133 -5.754381 0.001199435 0.028994309 -0.505075296 27345
KCNN4 -4.578732 8.1225027 -6.594759 0.000584027 0.020540362 0.258363318 3783
KCTD17 -1.6357965 4.9870329 -6.8033695 0.0005093051 0.0191032835 0.4297791685 79734
KDELC2 -1.637286 4.2696286 -5.650727 0.001317831 0.03028187 -0.605566292 143888
KIAA0101 2.104912 8.3939618 5.925152 0.001029884 0.02675142 -0.342654344 9768
KIAA0114 1.857892 9.8585576 6.798765 0.000495756 0.018923581 0.430761985 57291
KIAA0427 -2.113921 7.4773847 -8.967176 0.0001074266 0.010422001 2.00269672 9811
KIAA0484 -2.012515 5.5315432 -6.641125 0.0005624796 0.020121098 0.297967222 57240
KIAA0485 -1.4603 9.1538666 -6.705262 0.0005341603 0.019655519 0.352338991 57235
KIAA0564 -1.1094715 5.3770554 -5.0973765 0.0036285864 0.0466055075 -1.2407019285 23078
KIAA0754 -1.472257 5.6370497 -4.687245 0.003369954 0.049061602 -1.612820226 643314
KIAA0894 -1.954311 4.2139071 -6.371006 0.0007022844 0.022452651 0.063671182 22833
KIAA1128 -1.588653 9.0926959 -5.715565 0.00124229 0.029432473 -0.542536841 54462
KIAA1210 -6.625007 6.0593664 -5.509434 0.001501326 0.03241351 -0.744917458 57481
KIAA1217 -1.4545235 6.21055425 -5.0374955 0.0024222185 0.041016669 -1.234246172 56243
KIAA1305 -2.020219 5.0619168 -6.143533 0.0008515229 0.024571349 -0.140499467 57523
KIAA1377 -2.5596285 3.694537 -6.1102035 0.00194439155 0.0324941815 -0.3122635625 57562
KIAA1614 -2.791901 4.2118971 -5.187749 0.002038571 0.037919952 -1.072664281 57710
KIAA1652 -1.313754 9.8131505 -5.965308 0.0009941025 0.026195252 -0.305020681 85367
KIAA1656 -1.279708 2.9009888 -5.79317 0.001158288 0.028604057 -0.467842862 85371
KIAA1704 -1.25495066666667 5.74861953333333 -5.75595866666667 0.00233443596666667 0.0356795926666667 -0.592638399666667 55425
KIAA1881 -1.824657 7.5344573 -5.040479 0.002355328 0.040576004 -1.22770883 729359
KIAA1984 -1.201165 5.0969309 -4.676514 0.003407742 0.049261244 -1.624817396 84960
KIF15 1.891916 5.0169699 5.116493 0.002185356 0.038944494 -1.147282722 56992
KIF4A 2.16426 4.4572755 4.937502 0.002610042 0.04253908 -1.338032907 24137
KIFC3 -1.265202 6.1403024 -6.509191 0.000626328 0.021119218 0.184613334 3801
KLF12 -1.944488 7.0005777 -5.91646 0.001037821 0.026880042 -0.350827999 11278
KLF5 -1.6537865 8.51542345 -4.968956 0.003232245 0.045808693 -1.338473189 688
KLF8 -2.502417 5.75559835 -9.0488355 0.000112628175 0.0104316625 2.036585557 11279
KLHDC1 -1.624795 6.0759563 -8.473776 0.0001481704 0.0114127175 1.6819144755 122773
KLHL13 -2.159596 5.3899706 -5.653829 0.001314101 0.030237423 -0.602538465 90293
KLHL35 2.8095035 5.48304595 5.957282 0.00112794855 0.027393086 -0.330596126 283212
